amount,hour,category,lat,lon,is_fraud
14.94,14,Entertainment,3.2123,101.6429,0
3733.58,0,Transfer,47.6257,116.8877,1
15.09,13,Transport,3.2976,101.7354,0
21.02,14,Telco,3.7908,101.2509,0
28.85,8,Entertainment,3.3453,101.2783,0
33.95,17,Telco,3.431,101.4399,0
27.28,19,Transport,3.713,101.1655,0
30.21,10,Entertainment,3.9383,101.1251,0
36.09,16,Transport,3.9679,101.3909,0
7.97,13,Food,4.3811,101.0658,0
16.98,15,Grocery,4.131,101.2919,0
29.09,18,Grocery,3.2086,101.7248,0
19.26,23,Telco,3.499,101.1993,0
24.61,17,Entertainment,3.7909,101.4314,0
26.2,17,Telco,3.7797,101.3167,0
19.42,16,Transport,4.316,101.7146,0
5.0,11,Telco,3.1924,101.654,0
21.05,15,Food,3.7255,101.339,0
4.18,8,Food,4.4581,101.2689,0
5.63,16,Telco,3.7289,101.4046,0
8.38,9,Food,4.2859,101.5538,0
23.22,13,Telco,4.334,101.4123,0
28.49,16,Transport,4.4264,101.5321,0
17.75,18,Grocery,3.4489,101.2847,0
41.99,20,Grocery,3.7263,101.3936,0
21.29,14,Transport,3.8721,101.1902,0
4.82,17,Transport,4.4316,101.2894,0
11.71,16,Transport,3.1403,101.4071,0
22.62,20,Grocery,4.1659,101.1672,0
23.4,22,Food,3.8814,101.28,0
20.48,18,Food,3.6782,101.3381,0
16.04,22,Transport,3.1429,101.7244,0
22.41,21,Transport,3.6461,101.0977,0
25.47,14,Transport,4.3839,101.0029,0
12.65,22,Telco,3.8046,101.3476,0
25.3,21,Entertainment,3.6669,101.4401,0
5.0,13,Transport,4.0765,101.6614,0
27.15,13,Telco,3.7825,101.1524,0
26.0,13,Food,4.2687,101.3645,0
7.95,19,Grocery,4.0207,101.5294,0
19.78,16,Telco,3.7044,101.0,0
16.02,9,Food,4.3221,101.52,0
27.34,23,Grocery,4.1493,101.3971,0
36.98,17,Telco,3.6136,101.689,0
12.98,18,Grocery,3.569,101.7043,0
5.0,23,Transport,4.237,101.651,0
12.74,14,Telco,3.6305,101.3798,0
27.67,9,Transport,3.7222,101.7972,0
13.73,8,Entertainment,3.1046,101.1928,0
27.65,20,Food,3.94,101.6154,0
39.05,23,Transport,3.4503,101.1733,0
9.04,9,Grocery,3.5133,101.7852,0
21.23,20,Entertainment,3.6163,101.0201,0
19.24,17,Transport,3.1881,101.4301,0
3.94,9,Entertainment,3.3047,101.448,0
9.74,14,Grocery,4.1541,101.2145,0
19.87,14,Telco,3.1604,101.1136,0
15.11,10,Telco,4.0955,101.0362,0
27.02,17,Entertainment,3.7052,101.2339,0
16.97,20,Grocery,3.7356,101.4835,0
29.15,19,Telco,3.1534,101.292,0
9.68,15,Food,4.0252,101.0035,0
26.65,18,Telco,4.0899,101.2472,0
16.82,9,Entertainment,4.4269,101.6438,0
23.71,19,Transport,4.1285,101.298,0
8.15,15,Grocery,4.106,101.4154,0
24.79,14,Telco,4.2081,101.2557,0
17.6,11,Grocery,3.2701,101.5066,0
13.85,10,Telco,3.7562,101.244,0
9.5,17,Transport,4.3785,101.2346,0
29.01,12,Grocery,3.7342,101.1642,0
23.09,11,Grocery,4.208,101.6832,0
39.27,11,Entertainment,3.3092,101.6775,0
21.18,15,Telco,4.3535,101.2194,0
12.51,21,Entertainment,3.3471,101.4577,0
24.75,19,Entertainment,4.488,101.4053,0
29.22,13,Food,4.1143,101.4548,0
199.0,3,Transfer,29.2381,112.5966,1
7.36,15,Food,3.7857,101.7398,0
30.04,17,Telco,3.766,101.2276,0
17.32,15,Grocery,3.2865,101.5255,0
24.55,15,Food,3.86,101.7323,0
9.14,14,Transport,3.7275,101.315,0
26.33,15,Transport,3.3496,101.1231,0
21.67,23,Transport,4.0104,101.227,0
24.46,13,Transport,4.4454,101.0981,0
19.27,12,Grocery,3.1727,101.4479,0
22.32,23,Entertainment,4.1908,101.4227,0
28.41,15,Entertainment,4.0657,101.4256,0
23.3,14,Entertainment,4.2816,101.5955,0
17.32,10,Entertainment,4.1391,101.7563,0
16.54,19,Telco,4.4961,101.6478,0
45.16,18,Entertainment,3.7669,101.1594,0
26.65,11,Grocery,3.6897,101.5505,0
37.51,17,Grocery,4.4502,101.6111,0
7.95,15,Food,3.4987,101.6994,0
9.52,9,Food,3.549,101.467,0
20.56,9,Entertainment,3.2341,101.1233,0
9.89,10,Food,4.106,101.4636,0
33.03,16,Food,3.3668,101.2072,0
29.64,13,Entertainment,3.9183,101.2072,0
19.79,9,Entertainment,3.7226,101.7243,0
22.32,20,Transport,4.4373,101.6112,0
5.95,15,Food,4.1432,101.4539,0
9.31,17,Transport,3.8971,101.6755,0
31.32,21,Entertainment,3.5017,101.4557,0
20.83,10,Entertainment,3.8083,101.1513,0
37.54,21,Transport,4.3269,101.0782,0
23.49,13,Grocery,3.3356,101.16,0
12.97,20,Food,3.491,101.6326,0
6.61,11,Food,3.3877,101.6753,0
14.47,8,Food,3.1215,101.602,0
18.34,15,Grocery,4.386,101.4775,0
36.09,9,Entertainment,3.339,101.1946,0
19.92,11,Grocery,4.1748,101.2879,0
17.82,15,Entertainment,3.593,101.0021,0
19.47,15,Grocery,3.5061,101.2178,0
10.39,9,Transport,4.4219,101.4313,0
28.06,19,Food,3.9674,101.5589,0
19.18,10,Telco,4.4374,101.4666,0
26.3,15,Telco,3.4831,101.1996,0
20.73,18,Transport,4.2908,101.5536,0
31.29,11,Telco,3.3573,101.3507,0
18.84,22,Entertainment,4.4034,101.3103,0
5.37,22,Food,3.1062,101.229,0
5.0,21,Entertainment,3.8634,101.4256,0
12.28,13,Grocery,4.0264,101.191,0
20.47,23,Transport,4.0915,101.3774,0
21.31,8,Grocery,3.7177,101.4154,0
19.72,21,Telco,3.1688,101.4559,0
13.4,20,Grocery,3.6131,101.7866,0
12.09,23,Entertainment,4.288,101.4896,0
21.51,14,Transport,3.7384,101.2367,0
12.54,16,Food,3.6488,101.2398,0
30.1,23,Grocery,3.44,101.0878,0
38.15,11,Telco,4.3696,101.4394,0
18.64,22,Transport,4.0719,101.3498,0
24.2,23,Entertainment,3.7481,101.3087,0
29.49,15,Transport,3.4126,101.6012,0
5.96,21,Entertainment,3.5114,101.423,0
20.46,18,Transport,3.2792,101.4092,0
15.82,14,Grocery,4.1773,101.2634,0
26.31,15,Telco,4.4928,101.1174,0
16.0,15,Telco,3.5796,101.5311,0
33.82,15,Entertainment,4.1535,101.6767,0
11.35,10,Telco,3.9584,101.4593,0
5.9,19,Entertainment,3.8168,101.5099,0
15.33,23,Food,3.8916,101.6407,0
29.46,18,Telco,3.6276,101.6718,0
42.87,9,Telco,3.2951,101.5487,0
21.0,21,Grocery,3.2149,101.1216,0
18.72,17,Grocery,3.8711,101.1998,0
18.14,8,Entertainment,3.2196,101.5692,0
5.0,12,Entertainment,3.576,101.4638,0
29.15,20,Food,4.0617,101.3362,0
25.14,23,Grocery,3.2021,101.4177,0
22.01,16,Grocery,3.1416,101.2464,0
24.18,14,Entertainment,3.9094,101.2727,0
46.63,13,Telco,4.2665,101.3958,0
24.17,23,Food,4.0362,101.4561,0
19.6,10,Entertainment,3.2687,101.3628,0
15.48,23,Food,3.8268,101.6428,0
11.75,15,Entertainment,4.3322,101.2492,0
11.56,16,Transport,3.9317,101.4404,0
12.09,17,Grocery,3.2681,101.5493,0
24.07,16,Transport,3.3502,101.2606,0
24.77,18,Telco,3.5192,101.7192,0
12.78,12,Food,3.8448,101.0873,0
15.26,12,Telco,3.3341,101.1415,0
5.17,9,Food,4.4061,101.7115,0
26.87,16,Food,3.9585,101.4623,0
22.87,20,Grocery,3.4552,101.3232,0
10.6,14,Entertainment,4.4399,101.6416,0
21.32,13,Transport,3.9968,101.5502,0
28.99,21,Entertainment,4.1112,101.7227,0
12.04,13,Food,4.0748,101.2946,0
11.4,9,Telco,4.2847,101.0869,0
30.63,17,Telco,3.8462,101.6224,0
29.17,17,Grocery,4.3708,101.1719,0
24.68,12,Transport,3.3531,101.7022,0
17.96,21,Food,3.4501,101.0185,0
29.05,12,Telco,4.2669,101.7236,0
25.49,16,Food,3.3375,101.4678,0
33.9,17,Transport,3.4545,101.3823,0
14.35,10,Transport,3.8757,101.5887,0
36.27,15,Grocery,4.4731,101.1527,0
32.61,10,Transport,3.2769,101.4787,0
42.73,12,Transport,3.8038,101.168,0
32.47,22,Transport,4.0128,101.1472,0
21.07,16,Grocery,3.5392,101.2591,0
14.05,17,Telco,4.089,101.5899,0
24.61,21,Grocery,3.3452,101.4684,0
12.42,18,Telco,3.907,101.3318,0
9.97,16,Transport,4.2893,101.1497,0
22.09,8,Food,3.2207,101.7874,0
25.1,23,Food,3.4947,101.4812,0
5.73,15,Transport,3.4896,101.5059,0
6.03,12,Transport,3.3432,101.3135,0
22.85,9,Transport,4.3653,101.599,0
14.59,16,Grocery,3.5903,101.4176,0
11.81,13,Grocery,3.4987,101.137,0
32.97,19,Telco,3.7521,101.3174,0
29.05,10,Transport,3.5492,101.532,0
12.25,11,Telco,3.8967,101.3904,0
5.0,12,Food,3.9146,101.3344,0
23.99,14,Entertainment,3.1405,101.5669,0
40.29,11,Grocery,4.1826,101.576,0
10.87,23,Entertainment,3.4899,101.1459,0
38.15,17,Transport,3.8946,101.6637,0
18.19,22,Entertainment,3.2562,101.2289,0
33.75,19,Telco,3.1275,101.4861,0
19.32,16,Telco,3.634,101.1386,0
34.38,19,Entertainment,3.3526,101.0731,0
15.36,12,Telco,4.4549,101.7882,0
27.19,9,Transport,3.7188,101.3066,0
21.51,14,Telco,3.4226,101.7563,0
22.6,13,Telco,4.4241,101.0699,0
23.75,18,Entertainment,4.0745,101.3671,0
22.53,13,Telco,3.9619,101.0345,0
21.82,22,Transport,3.8051,101.7336,0
11.88,13,Transport,3.66,101.529,0
14.53,19,Transport,4.3282,101.7638,0
27.78,18,Grocery,3.8531,101.3004,0
16.99,21,Food,3.3095,101.7255,0
35.56,11,Grocery,3.5654,101.5509,0
9.0,13,Transport,3.7861,101.0992,0
14.97,8,Transport,3.4848,101.3381,0
26.98,9,Grocery,4.241,101.4031,0
36.12,14,Transport,3.7713,101.5741,0
10.12,13,Telco,3.1267,101.4081,0
32.75,13,Telco,4.2526,101.3535,0
16.01,21,Transport,4.4165,101.7346,0
37.69,18,Food,3.526,101.1372,0
16.92,13,Grocery,3.9642,101.3796,0
8.28,14,Grocery,3.1393,101.737,0
31.14,9,Telco,3.8455,101.7499,0
19.47,8,Transport,3.8248,101.315,0
37.35,11,Grocery,4.2006,101.4227,0
5.07,8,Food,3.9273,101.2999,0
7.72,9,Transport,3.1237,101.0892,0
39.35,11,Food,3.1501,101.3381,0
4.09,18,Telco,4.1093,101.6692,0
15.57,21,Entertainment,3.9042,101.3266,0
5.0,18,Transport,4.0505,101.2931,0
25.28,14,Transport,4.2721,101.5712,0
18.39,12,Telco,4.2402,101.7553,0
13.08,20,Grocery,3.267,101.1376,0
24.27,23,Entertainment,3.448,101.1943,0
33.84,16,Food,4.256,101.0416,0
5.0,16,Food,4.1305,101.1389,0
32.29,11,Grocery,3.2337,101.2846,0
22.72,22,Transport,4.0238,101.1359,0
31.64,12,Transport,3.827,101.0032,0
12.28,10,Transport,3.5485,101.7938,0
24.16,12,Entertainment,3.3374,101.0292,0
9.65,16,Grocery,4.0588,101.7238,0
3.9,15,Grocery,3.9554,101.1429,0
11.69,8,Food,3.5672,101.3766,0
12.33,19,Food,3.8177,101.71,0
7.64,9,Food,4.1561,101.6225,0
24.52,10,Food,4.4316,101.0799,0
34.43,23,Entertainment,4.2857,101.2656,0
33.73,21,Transport,4.1228,101.6598,0
32.19,22,Entertainment,3.1629,101.4055,0
33.17,8,Telco,4.4067,101.1322,0
34.78,10,Food,3.4206,101.3258,0
11.83,15,Food,3.1901,101.1221,0
14.06,18,Food,3.4345,101.516,0
41.36,13,Transport,3.5784,101.0348,0
15.0,17,Grocery,3.8281,101.3609,0
16.05,10,Entertainment,3.2003,101.1466,0
13.86,16,Grocery,3.1137,101.4083,0
34.19,8,Telco,4.1963,101.1204,0
19.83,13,Entertainment,4.2294,101.6401,0
17.86,14,Food,4.043,101.5989,0
20.04,18,Grocery,4.1694,101.6836,0
5.77,17,Food,3.9414,101.2666,0
18.6,11,Telco,4.0803,101.173,0
9.62,18,Telco,3.4315,101.772,0
32.01,21,Grocery,3.7481,101.6493,0
27.05,19,Telco,3.4341,101.0786,0
8.75,10,Telco,3.855,101.1158,0
26.27,19,Grocery,4.4709,101.0302,0
21.75,9,Entertainment,4.1343,101.1509,0
26.96,23,Food,3.6243,101.6448,0
4.01,21,Food,3.4142,101.7967,0
11.58,16,Food,3.3017,101.4569,0
20.58,15,Food,4.1199,101.4986,0
12.08,11,Transport,3.2916,101.1637,0
199.0,4,Transfer,32.479,112.3644,1
11.58,14,Entertainment,3.9558,101.176,0
28.39,22,Food,3.5837,101.6044,0
15.42,21,Food,3.9244,101.0897,0
6.27,17,Telco,3.2068,101.7196,0
14.24,23,Entertainment,4.4876,101.7251,0
21.87,18,Transport,4.0974,101.0291,0
28.28,21,Food,3.2932,101.3132,0
5.0,18,Grocery,3.2874,101.0664,0
24.68,17,Food,4.4848,101.4973,0
27.7,17,Transport,3.7955,101.0117,0
16.54,19,Entertainment,3.6319,101.7686,0
23.38,14,Entertainment,3.8962,101.5255,0
8.36,12,Telco,3.7047,101.2509,0
6.25,11,Telco,3.9979,101.4008,0
22.98,11,Transport,3.6031,101.4168,0
16.22,19,Entertainment,3.802,101.3889,0
7.34,12,Food,3.604,101.3558,0
13.59,21,Entertainment,3.6356,101.2969,0
29.7,20,Food,3.9211,101.588,0
5.0,10,Entertainment,3.7587,101.5903,0
30.23,16,Food,3.3236,101.2703,0
30.41,21,Entertainment,3.7007,101.1119,0
19.98,19,Telco,3.3906,101.564,0
32.66,10,Grocery,4.4979,101.6307,0
22.75,13,Food,4.1424,101.4238,0
59.36,21,Entertainment,3.7674,101.3273,0
21.9,14,Entertainment,4.2649,101.4282,0
23.45,10,Entertainment,3.5048,101.3516,0
21.73,8,Telco,3.1627,101.0004,0
7.86,9,Grocery,4.3404,101.1102,0
5.49,17,Telco,4.3028,101.7941,0
26.33,22,Food,3.3063,101.633,0
31.12,8,Grocery,4.2511,101.2887,0
19.32,22,Entertainment,3.1883,101.3006,0
32.41,10,Food,3.8444,101.6967,0
13.86,23,Food,3.5348,101.7218,0
3.15,14,Transport,3.7101,101.0203,0
5.0,15,Entertainment,3.2984,101.2003,0
30.81,21,Entertainment,3.5789,101.6635,0
21.12,13,Food,3.9184,101.6376,0
16.74,11,Transport,3.4166,101.7747,0
11.22,11,Telco,3.7041,101.5166,0
38.34,15,Grocery,4.2185,101.4196,0
16.77,17,Food,4.4692,101.2056,0
38.32,22,Food,3.6984,101.1474,0
7.41,16,Grocery,3.6463,101.3452,0
4.15,15,Grocery,3.4611,101.3505,0
24.91,10,Transport,3.3599,101.0284,0
38.73,17,Food,3.3031,101.2805,0
33.24,23,Transport,4.3378,101.2866,0
15.97,15,Transport,3.4882,101.1011,0
14.24,12,Transport,3.6259,101.7288,0
38.33,14,Food,3.851,101.1638,0
28.66,13,Telco,3.8755,101.5686,0
30.16,9,Telco,4.0587,101.7332,0
33.74,18,Transport,3.3849,101.5761,0
19.57,11,Entertainment,4.0094,101.0621,0
11.49,20,Grocery,4.4981,101.7177,0
3.93,21,Transport,4.3555,101.3359,0
18.0,18,Telco,3.4127,101.5893,0
4.94,12,Entertainment,3.6263,101.5562,0
36.37,13,Transport,4.122,101.5732,0
25.36,10,Transport,3.4299,101.1965,0
4.46,8,Entertainment,3.4056,101.65,0
16.09,22,Transport,4.2302,101.1574,0
26.68,23,Transport,3.7345,101.6683,0
18.08,22,Grocery,4.1421,101.3901,0
14.09,18,Transport,3.584,101.7768,0
23.04,11,Transport,3.3418,101.6612,0
23.35,18,Entertainment,3.9467,101.7321,0
11.24,10,Food,4.3626,101.6009,0
38.18,17,Telco,3.6522,101.1991,0
16.66,14,Telco,3.6679,101.0749,0
12.37,12,Telco,4.2992,101.2926,0
15.09,23,Telco,3.6969,101.1126,0
40.04,9,Food,3.2309,101.2306,0
15.38,17,Entertainment,3.699,101.2107,0
26.16,9,Grocery,3.9246,101.5964,0
21.56,8,Entertainment,3.5684,101.1703,0
18.5,19,Grocery,4.0378,101.7396,0
30.59,22,Telco,3.5472,101.1483,0
34.81,21,Telco,3.3576,101.2659,0
9.67,23,Telco,3.6124,101.0582,0
25.55,22,Telco,4.468,101.726,0
23.74,18,Telco,3.3544,101.1269,0
16.8,17,Food,4.4664,101.3702,0
14.06,17,Entertainment,3.376,101.7353,0
34.13,21,Grocery,3.6667,101.7715,0
22.18,10,Grocery,3.7376,101.1435,0
5.0,21,Entertainment,3.1693,101.5563,0
23.19,20,Food,4.0663,101.2225,0
22.56,10,Food,4.4372,101.0867,0
20.88,9,Entertainment,3.1707,101.5434,0
21.38,17,Telco,3.1592,101.3937,0
4.61,13,Telco,3.7394,101.1864,0
8.89,19,Entertainment,3.997,101.1604,0
7.15,14,Food,3.8171,101.4817,0
30.09,22,Grocery,3.4087,101.617,0
14.36,8,Transport,4.0775,101.2719,0
36.24,22,Entertainment,3.965,101.0599,0
9.72,17,Transport,3.9687,101.569,0
21.5,20,Grocery,4.3313,101.6431,0
26.5,19,Grocery,4.0723,101.1945,0
33.0,21,Food,4.0725,101.4772,0
25.27,15,Entertainment,3.5063,101.5566,0
16.24,16,Food,3.2332,101.1278,0
28.76,19,Transport,4.4724,101.0346,0
25.51,19,Telco,3.2425,101.4762,0
20.19,16,Grocery,3.8035,101.5499,0
199.0,4,Transfer,32.5317,113.0222,1
21.8,9,Entertainment,3.244,101.03,0
23.93,11,Telco,3.353,101.1001,0
12.43,13,Food,4.096,101.1789,0
17.91,22,Telco,3.2626,101.5811,0
30.23,20,Grocery,4.248,101.3134,0
10.91,18,Grocery,3.4195,101.5644,0
12.55,8,Telco,3.5897,101.0194,0
23.61,22,Transport,4.4253,101.4961,0
18.97,19,Food,3.3926,101.62,0
199.0,3,Transfer,15.618,117.58,1
5.0,22,Grocery,3.8032,101.4892,0
199.0,0,Transfer,12.4245,117.5276,1
22.98,11,Telco,3.8133,101.4689,0
2365.54,2,Transfer,29.2448,114.2519,1
28.57,19,Transport,3.8374,101.7144,0
5.0,15,Grocery,3.9661,101.6847,0
42.74,9,Food,3.2841,101.2283,0
32.23,19,Transport,3.4229,101.1076,0
4.27,17,Food,3.9759,101.4436,0
5.0,22,Food,3.9006,101.0586,0
3.04,10,Entertainment,3.867,101.0941,0
19.41,10,Telco,3.7088,101.1456,0
21.82,12,Transport,3.1843,101.4548,0
13.44,22,Telco,3.1556,101.1964,0
24.44,17,Entertainment,4.028,101.667,0
37.49,13,Transport,4.4487,101.0879,0
27.85,20,Food,4.4642,101.1561,0
23.56,23,Telco,4.4889,101.0592,0
9.11,8,Entertainment,4.3732,101.5083,0
19.16,10,Grocery,3.1233,101.272,0
14.96,8,Transport,4.3328,101.3985,0
5.0,14,Entertainment,4.0654,101.0619,0
9.8,21,Transport,3.9778,101.1606,0
35.66,14,Transport,4.0412,101.2195,0
40.21,21,Grocery,3.9116,101.3767,0
14.2,10,Telco,3.4673,101.3911,0
41.72,16,Transport,4.3156,101.1991,0
23.49,20,Grocery,4.1486,101.5656,0
20.77,14,Entertainment,3.485,101.0804,0
5.88,16,Telco,3.7787,101.7983,0
3.83,11,Food,3.7746,101.3399,0
13.55,8,Transport,3.7261,101.1433,0
32.07,22,Entertainment,3.3124,101.1734,0
12.92,9,Food,3.148,101.4421,0
17.17,14,Transport,3.6921,101.0424,0
18.15,8,Telco,4.1586,101.3888,0
19.45,19,Food,3.1235,101.2769,0
17.57,10,Transport,4.321,101.0932,0
3.1,23,Grocery,3.6946,101.3991,0
35.93,13,Telco,3.4194,101.1833,0
15.25,10,Grocery,4.1301,101.0136,0
20.61,23,Food,3.2402,101.4295,0
26.41,16,Food,3.7,101.3359,0
5.0,10,Food,3.2038,101.7928,0
26.37,22,Food,3.8751,101.7982,0
31.42,20,Grocery,4.428,101.194,0
8.67,9,Grocery,3.9384,101.4001,0
16.36,14,Grocery,3.2013,101.4822,0
29.43,14,Transport,4.3895,101.3065,0
4.14,22,Transport,3.7978,101.4461,0
18.88,15,Entertainment,3.3519,101.4036,0
14.38,14,Telco,3.3155,101.0646,0
21.31,12,Transport,4.445,101.1425,0
20.34,8,Transport,3.1893,101.31,0
12.32,12,Entertainment,4.3104,101.2075,0
23.98,10,Food,3.7987,101.6852,0
41.99,11,Food,4.0569,101.7736,0
27.78,8,Food,3.9222,101.407,0
18.27,10,Grocery,4.1119,101.0342,0
27.67,19,Transport,4.2861,101.3226,0
22.77,14,Transport,3.8675,101.5627,0
24.29,10,Grocery,3.1361,101.1467,0
36.65,9,Food,3.2547,101.2547,0
31.88,18,Grocery,3.1419,101.3738,0
19.33,20,Food,4.4016,101.6876,0
6.74,22,Entertainment,4.1898,101.7746,0
18.53,17,Entertainment,3.636,101.2359,0
14.89,16,Food,3.6846,101.3154,0
10.27,21,Food,4.3345,101.6197,0
17.65,10,Entertainment,3.271,101.0958,0
17.35,8,Entertainment,3.6839,101.6933,0
37.92,18,Grocery,3.3005,101.2708,0
26.05,16,Telco,3.9447,101.2309,0
31.36,10,Food,3.7384,101.4616,0
16.04,16,Entertainment,3.7777,101.0655,0
10.37,23,Grocery,3.5248,101.5375,0
20.9,8,Food,3.8568,101.5385,0
26.34,8,Transport,4.3631,101.4016,0
27.61,10,Transport,3.6085,101.4599,0
23.41,16,Transport,3.3972,101.3041,0
19.08,21,Grocery,3.107,101.5937,0
17.15,21,Telco,3.6067,101.0948,0
28.33,12,Grocery,3.146,101.0264,0
19.26,22,Entertainment,4.0625,101.6332,0
11.36,8,Grocery,3.8529,101.1876,0
6.71,17,Entertainment,3.1096,101.7999,0
18.76,10,Transport,3.4804,101.1732,0
20.9,23,Entertainment,3.8605,101.1428,0
24.88,9,Entertainment,3.3457,101.2621,0
10.98,18,Transport,3.4289,101.3015,0
19.78,8,Transport,3.1511,101.249,0
11.86,17,Telco,4.0614,101.5421,0
19.61,10,Grocery,3.3836,101.4237,0
31.12,19,Grocery,3.7834,101.3393,0
7.18,10,Entertainment,3.2528,101.08,0
19.99,20,Food,3.3076,101.5394,0
26.71,19,Food,4.2455,101.7411,0
9.06,10,Food,4.1043,101.5797,0
27.91,14,Food,3.7455,101.1848,0
23.46,20,Transport,3.829,101.7351,0
19.33,12,Transport,3.5414,101.5446,0
22.96,9,Transport,3.1229,101.2297,0
10.79,10,Transport,3.8293,101.2597,0
14.19,9,Entertainment,4.4046,101.5534,0
22.71,12,Food,3.6753,101.0061,0
12.93,21,Grocery,3.597,101.2902,0
25.74,9,Grocery,3.6357,101.7372,0
26.42,18,Transport,3.7479,101.541,0
6.5,17,Food,3.202,101.2627,0
26.26,14,Food,4.2441,101.5174,0
29.91,11,Telco,4.4275,101.1376,0
21.8,20,Transport,3.3307,101.1071,0
8.31,21,Transport,4.1714,101.487,0
25.1,19,Transport,4.1896,101.7757,0
25.16,20,Transport,3.8357,101.6207,0
37.83,9,Telco,3.7466,101.6681,0
23.95,10,Telco,3.7154,101.509,0
12.67,16,Transport,4.4233,101.5665,0
29.32,16,Food,4.4777,101.1035,0
33.23,10,Transport,3.9538,101.5311,0
9.29,16,Transport,3.9946,101.0613,0
22.45,9,Telco,3.6048,101.4172,0
10.13,13,Telco,4.2463,101.2223,0
23.76,14,Grocery,4.4094,101.4258,0
21.03,21,Food,3.5655,101.1215,0
29.76,13,Entertainment,4.3833,101.4345,0
13.27,14,Entertainment,4.4347,101.3353,0
8.36,9,Grocery,4.176,101.6319,0
5.0,15,Entertainment,3.468,101.4867,0
24.22,11,Telco,4.4663,101.2885,0
29.9,12,Food,3.7174,101.6145,0
13.63,13,Transport,4.4288,101.6645,0
22.46,19,Grocery,3.4538,101.5327,0
17.6,14,Telco,4.1633,101.6943,0
19.11,15,Transport,4.0419,101.016,0
23.78,17,Food,3.1517,101.4038,0
19.64,13,Entertainment,3.9352,101.3298,0
20.95,18,Telco,3.9673,101.7514,0
43.75,19,Entertainment,3.8176,101.1388,0
22.93,16,Entertainment,3.4267,101.6322,0
11.06,22,Grocery,4.1267,101.18,0
34.43,19,Entertainment,3.3075,101.4321,0
34.52,15,Telco,3.9823,101.3676,0
17.42,14,Grocery,3.6005,101.4276,0
6.85,20,Grocery,3.8422,101.4112,0
8.93,12,Transport,4.1987,101.2772,0
5.0,19,Entertainment,4.0662,101.4847,0
23.72,11,Transport,4.384,101.3776,0
32.91,12,Grocery,3.1105,101.5303,0
7.39,9,Grocery,3.7017,101.4516,0
18.09,11,Telco,3.5815,101.5965,0
10.74,19,Entertainment,3.494,101.4293,0
25.21,21,Telco,4.4723,101.739,0
20.69,21,Food,3.4236,101.5041,0
35.16,16,Food,3.3608,101.1593,0
19.35,17,Entertainment,3.4446,101.4949,0
25.31,11,Food,3.5415,101.0702,0
21.51,16,Entertainment,3.693,101.5484,0
28.14,9,Entertainment,3.6975,101.3499,0
27.44,14,Entertainment,3.5908,101.407,0
20.77,15,Telco,3.3876,101.5562,0
35.85,8,Food,3.7916,101.1519,0
12.72,12,Entertainment,3.1277,101.6393,0
9.64,17,Telco,3.7139,101.0078,0
28.76,22,Grocery,3.366,101.2263,0
15.88,13,Food,3.1383,101.6126,0
30.87,14,Transport,3.1924,101.647,0
19.43,22,Transport,4.4251,101.4555,0
28.02,15,Telco,3.4226,101.7766,0
26.71,20,Transport,3.9766,101.3676,0
4.93,9,Transport,4.3523,101.7044,0
19.1,15,Food,4.1701,101.0057,0
25.55,11,Food,3.6442,101.419,0
31.7,21,Food,3.9606,101.2374,0
16.48,9,Food,3.5134,101.4905,0
20.27,17,Entertainment,4.3575,101.2033,0
25.16,18,Transport,3.165,101.5939,0
13.7,18,Entertainment,3.5027,101.5475,0
28.76,13,Entertainment,4.1971,101.0754,0
19.21,14,Grocery,4.4491,101.7574,0
7.5,21,Grocery,4.4984,101.6104,0
5.0,12,Entertainment,3.2014,101.3168,0
14.6,8,Telco,3.7349,101.4548,0
41.15,8,Grocery,4.4277,101.7791,0
6.22,10,Telco,3.9744,101.6912,0
22.7,9,Transport,4.4544,101.0058,0
11.16,11,Telco,3.7699,101.3728,0
32.08,9,Grocery,4.3461,101.5361,0
16.2,8,Food,3.1848,101.6845,0
4758.44,4,Transfer,39.4503,119.1666,1
24.17,12,Food,3.3068,101.6174,0
33.68,18,Food,3.348,101.7213,0
14.94,8,Entertainment,3.7483,101.6695,0
16.03,10,Grocery,3.8634,101.2169,0
5.85,15,Food,3.5637,101.1236,0
37.61,14,Transport,3.4654,101.1256,0
7.12,18,Grocery,3.6226,101.7166,0
15.23,22,Grocery,4.4857,101.3261,0
29.58,22,Food,3.9716,101.7973,0
27.88,12,Food,3.7809,101.1808,0
5.0,19,Telco,3.1429,101.1305,0
25.07,18,Telco,3.3854,101.7773,0
24.31,9,Transport,3.4219,101.0017,0
21.38,9,Food,3.233,101.0616,0
9.68,18,Grocery,4.0254,101.4713,0
16.75,20,Entertainment,4.2929,101.0174,0
23.96,15,Transport,4.3649,101.1752,0
13.16,17,Food,4.4127,101.1861,0
6.56,17,Telco,3.3166,101.1667,0
27.05,23,Entertainment,3.2699,101.7535,0
7.67,23,Food,3.7758,101.2613,0
23.49,23,Telco,4.1988,101.7779,0
15.65,15,Telco,3.6422,101.6027,0
199.0,3,Transfer,22.5606,116.8092,1
10.02,18,Transport,3.6344,101.4128,0
30.27,10,Telco,4.1483,101.3181,0
25.04,14,Entertainment,4.4942,101.3053,0
23.06,11,Telco,3.5921,101.7385,0
37.42,16,Telco,4.0961,101.4328,0
24.69,23,Food,3.2554,101.3318,0
